loja_sync,sku,produto,custo,preco,imposto,updated_at
Uai Mineirinho,239-1,,30.50,,14.30,27/05/2026 08:39
Uai Mineirinho,371,,30.18,,14.30,27/05/2026 08:39
Uai Mineirinho,295,,215.54,,14.30,27/05/2026 08:39
Uai Mineirinho,299-1,,28.40,,14.30,27/05/2026 08:39
Uai Mineirinho,258,,145.20,,14.30,27/05/2026 08:39
Uai Mineirinho,189-2,,33.19,,14.30,27/05/2026 08:39
Uai Mineirinho,189-1,,33.19,,14.30,27/05/2026 08:39
Uai Mineirinho,189-K,,66.39,,14.30,27/05/2026 08:39
Uai Mineirinho,12,,64.98,,14.30,27/05/2026 08:39
Uai Mineirinho,241-1,,74.83,,14.30,27/05/2026 08:39
Uai Mineirinho,280-K,,34.40,,14.30,27/05/2026 08:39
Uai Mineirinho,396,,8.22,,14.30,27/05/2026 08:39
Uai Mineirinho,393,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,18,,216.24,,14.30,27/05/2026 08:39
Uai Mineirinho,181,,45.64,,14.30,27/05/2026 08:39
Uai Mineirinho,344-K,,261.70,,14.30,27/05/2026 08:39
Uai Mineirinho,344,,98.34,,14.30,27/05/2026 08:39
Uai Mineirinho,364-1,,9.25,,14.30,27/05/2026 08:39
Uai Mineirinho,364-2,,9.25,,14.30,27/05/2026 08:39
Uai Mineirinho,364-3,,9.25,,14.30,27/05/2026 08:39
Uai Mineirinho,364-4,,9.25,,14.30,27/05/2026 08:39
Uai Mineirinho,286,,25.86,,14.30,27/05/2026 08:39
Uai Mineirinho,236,,27.53,,14.30,27/05/2026 08:39
Uai Mineirinho,399,,372.50,,14.30,27/05/2026 08:39
Uai Mineirinho,375-2,,26.89,,14.30,27/05/2026 08:39
Uai Mineirinho,375-1,,24.47,,14.30,27/05/2026 08:39
Uai Mineirinho,375-K,,98.44,,14.30,27/05/2026 08:39
Uai Mineirinho,200,,112.72,,14.30,27/05/2026 08:39
Uai Mineirinho,325-K,,36.12,,14.30,27/05/2026 08:39
Uai Mineirinho,325-2,,16.65,,14.30,27/05/2026 08:39
Uai Mineirinho,325-1,,16.88,,14.30,27/05/2026 08:39
Uai Mineirinho,27-1,,12.67,,14.30,27/05/2026 08:39
Uai Mineirinho,257-1,,39.33,,14.30,27/05/2026 08:39
Uai Mineirinho,188,,29.09,,14.30,27/05/2026 08:39
Uai Mineirinho,70-K,,264.56,,14.30,27/05/2026 08:39
Uai Mineirinho,246,,35.57,,14.30,27/05/2026 08:39
Uai Mineirinho,415,,63.94,,14.30,27/05/2026 08:39
Uai Mineirinho,274,,9.82,,14.30,27/05/2026 08:39
Uai Mineirinho,385-4,,47.18,,14.30,27/05/2026 08:39
Uai Mineirinho,385-2,,43.88,,14.30,27/05/2026 08:39
Uai Mineirinho,100,,10.80,,14.30,27/05/2026 08:39
Uai Mineirinho,243,,35.75,,14.30,27/05/2026 08:39
Uai Mineirinho,008,,12.86,,14.30,27/05/2026 08:39
Uai Mineirinho,397,,9.60,,14.30,27/05/2026 08:39
Uai Mineirinho,245,,30.46,,14.30,27/05/2026 08:39
Uai Mineirinho,124-1,,13.35,,14.30,27/05/2026 08:39
Uai Mineirinho,318,,36.27,,14.30,27/05/2026 08:39
Uai Mineirinho,250-K,,42.37,,14.30,27/05/2026 08:39
Uai Mineirinho,116,,14.77,,14.30,27/05/2026 08:39
Uai Mineirinho,234,,43.26,,14.30,27/05/2026 08:39
Uai Mineirinho,107-1,,21.93,,14.30,27/05/2026 08:39
Uai Mineirinho,435-2,,24.85,,14.30,27/05/2026 08:39
Uai Mineirinho,435-1,,24.85,,14.30,27/05/2026 08:39
Uai Mineirinho,365,,43.51,,14.30,27/05/2026 08:39
Uai Mineirinho,94-2,,79.87,,14.30,27/05/2026 08:39
Uai Mineirinho,238-K,,47.77,,14.30,27/05/2026 08:39
Uai Mineirinho,238-2,,23.88,,14.30,27/05/2026 08:39
Uai Mineirinho,238-1,,23.88,,14.30,27/05/2026 08:39
Uai Mineirinho,228,,4.25,,14.30,27/05/2026 08:39
Uai Mineirinho,407,,87.18,,14.30,27/05/2026 08:39
Uai Mineirinho,405,,57.66,,14.30,27/05/2026 08:39
Uai Mineirinho,223,,34.49,,14.30,27/05/2026 08:39
Uai Mineirinho,221,,14.60,,14.30,27/05/2026 08:39
Uai Mineirinho,219-K6,,143.70,,14.30,27/05/2026 08:39
Uai Mineirinho,219-K4,,95.80,,14.30,27/05/2026 08:39
Uai Mineirinho,380,,78.99,,14.30,27/05/2026 08:39
Uai Mineirinho,367-K,,128.88,,14.30,27/05/2026 08:39
Uai Mineirinho,354,,62.27,,14.30,27/05/2026 08:39
Uai Mineirinho,346,,23.04,,14.30,27/05/2026 08:39
Uai Mineirinho,345,,51.30,,14.30,27/05/2026 08:39
Uai Mineirinho,214,,20.13,,14.30,27/05/2026 08:39
Uai Mineirinho,326,,78.06,,14.30,27/05/2026 08:39
Uai Mineirinho,192,,35.03,,14.30,27/05/2026 08:39
Uai Mineirinho,187,,32.18,,14.30,27/05/2026 08:39
Uai Mineirinho,176,,51.17,,14.30,27/05/2026 08:39
Uai Mineirinho,170-K4,,64.56,,14.30,27/05/2026 08:39
Uai Mineirinho,17-K,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,17-,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,167-K,,8.62,,14.30,27/05/2026 08:39
Uai Mineirinho,167,,4.31,,14.30,27/05/2026 08:39
Uai Mineirinho,155,,87.81,,14.30,27/05/2026 08:39
Uai Mineirinho,137,,46.76,,14.30,27/05/2026 08:39
Uai Mineirinho,134,,51.30,,14.30,27/05/2026 08:39
Uai Mineirinho,124,,16.50,,14.30,27/05/2026 08:39
Uai Mineirinho,120,,10.86,,14.30,27/05/2026 08:39
Uai Mineirinho,115,,11.83,,14.30,27/05/2026 08:39
Uai Mineirinho,107,,28.74,,14.30,27/05/2026 08:39
Uai Mineirinho,99-1,,18.37,,14.30,27/05/2026 08:39
Uai Mineirinho,231,,38.89,,14.30,27/05/2026 08:39
Uai Mineirinho,256,,25.10,,14.30,27/05/2026 08:39
Uai Mineirinho,287,,111.99,,14.30,27/05/2026 08:39
Uai Mineirinho,99,,21.14,,14.30,27/05/2026 08:39
Uai Mineirinho,231.1,,54.00,,14.30,27/05/2026 08:39
Uai Mineirinho,220-K6,,136.28,,14.30,27/05/2026 08:39
Uai Mineirinho,158,,86.06,,14.30,27/05/2026 08:39
Uai Mineirinho,80,,78.64,,14.30,27/05/2026 08:39
Uai Mineirinho,79,,26.81,,14.30,27/05/2026 08:39
Uai Mineirinho,78,,27.49,,14.30,27/05/2026 08:39
Uai Mineirinho,71,,18.71,,14.30,27/05/2026 08:39
Uai Mineirinho,257,,35.27,,14.30,27/05/2026 08:39
Uai Mineirinho,360,,23.19,,14.30,27/05/2026 08:39
Uai Mineirinho,320,,46.46,,14.30,27/05/2026 08:39
Uai Mineirinho,195-K,,49.22,,14.30,27/05/2026 08:39
Uai Mineirinho,195,,24.61,,14.30,27/05/2026 08:39
Uai Mineirinho,82-K,,40.36,,14.30,27/05/2026 08:39
Uai Mineirinho,82,,20.18,,14.30,27/05/2026 08:39
Uai Mineirinho,81-K,,60.58,,14.30,27/05/2026 08:39
Uai Mineirinho,81,,30.29,,14.30,27/05/2026 08:39
Uai Mineirinho,276,,62.36,,14.30,27/05/2026 08:39
Uai Mineirinho,327,,28.64,,14.30,27/05/2026 08:39
Uai Mineirinho,94-1,,64.04,,14.30,27/05/2026 08:39
Uai Mineirinho,307,,133.36,,14.30,27/05/2026 08:39
Uai Mineirinho,275-19,,37.41,,14.30,27/05/2026 08:39
Uai Mineirinho,275-5,,39.68,,14.30,27/05/2026 08:39
Uai Mineirinho,61,,21.79,,14.30,27/05/2026 08:39
Uai Mineirinho,55,,160.84,,14.30,27/05/2026 08:39
Uai Mineirinho,47,,23.57,,14.30,27/05/2026 08:39
Uai Mineirinho,37,,23.95,,14.30,27/05/2026 08:39
Uai Mineirinho,23,,94.15,,14.30,27/05/2026 08:39
Uai Mineirinho,15-1,,31.81,,14.30,27/05/2026 08:39
Uai Mineirinho,62,,36.13,,14.30,27/05/2026 08:39
Uai Mineirinho,49,,2.39,,14.30,27/05/2026 08:39
Uai Mineirinho,44-K4,,65.32,,14.30,27/05/2026 08:39
Uai Mineirinho,35,,10.79,,14.30,27/05/2026 08:39
Uai Mineirinho,33,,16.13,,14.30,27/05/2026 08:39
Uai Mineirinho,20,,39.18,,14.30,27/05/2026 08:39
Uai Mineirinho,16,,14.21,,14.30,27/05/2026 08:39
Uai Mineirinho,4-1,,25.98,,14.30,27/05/2026 08:39
Uai Mineirinho,001,,11.06,,14.30,27/05/2026 08:39
Uai Mineirinho,70,,81.20,,14.30,27/05/2026 08:39
Uai Mineirinho,59,,23.80,,14.30,27/05/2026 08:39
Uai Mineirinho,250-2,,16.90,,14.30,27/05/2026 08:39
Uai Mineirinho,250-1,,17.87,,14.30,27/05/2026 08:39
Uai Mineirinho,232-2,,60.84,,14.30,27/05/2026 08:39
Uai Mineirinho,232-1,,51.09,,14.30,27/05/2026 08:39
Uai Mineirinho,232-5,,58.15,,14.30,27/05/2026 08:39
Uai Mineirinho,44,,16.33,,14.30,27/05/2026 08:39
Uai Mineirinho,199,,92.41,,14.30,27/05/2026 08:39
Uai Mineirinho,377-4-K,,67.40,,14.30,27/05/2026 08:39
Uai Mineirinho,377-4,,33.70,,14.30,27/05/2026 08:39
Uai Mineirinho,377-2,,33.70,,14.30,27/05/2026 08:39
Uai Mineirinho,419-1,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,241,,56.84,,14.30,27/05/2026 08:39
Uai Mineirinho,312,,36.52,,14.30,27/05/2026 08:39
Uai Mineirinho,285,,52.84,,14.30,27/05/2026 08:39
Uai Mineirinho,230-K,,26.48,,14.30,27/05/2026 08:39
Uai Mineirinho,230-2,,13.24,,14.30,27/05/2026 08:39
Uai Mineirinho,230-1,,13.24,,14.30,27/05/2026 08:39
Uai Mineirinho,280,,17.20,,14.30,27/05/2026 08:39
Uai Mineirinho,227-2,,14.46,,14.30,27/05/2026 08:39
Uai Mineirinho,227-1,,11.48,,14.30,27/05/2026 08:39
Uai Mineirinho,227,,45.15,,14.30,27/05/2026 08:39
Uai Mineirinho,169-K,,13.32,,14.30,27/05/2026 08:39
Uai Mineirinho,52,,223.96,,14.30,27/05/2026 08:39
Uai Mineirinho,423,,80.75,,14.30,27/05/2026 08:39
Uai Mineirinho,321-K,,53.58,,14.30,27/05/2026 08:39
Uai Mineirinho,321-2,,26.79,,14.30,27/05/2026 08:39
Uai Mineirinho,321-1,,14.53,,14.30,27/05/2026 08:39
Uai Mineirinho,298,,5.74,,14.30,27/05/2026 08:39
Uai Mineirinho,60-K4,,52.12,,14.30,27/05/2026 08:39
Uai Mineirinho,60,,13.03,,14.30,27/05/2026 08:39
Uai Mineirinho,403,,104.69,,14.30,27/05/2026 08:39
Uai Mineirinho,105,,36.46,,14.30,27/05/2026 08:39
Uai Mineirinho,147-K4,,79.00,,14.30,27/05/2026 08:39
Uai Mineirinho,141,,25.94,,14.30,27/05/2026 08:39
Uai Mineirinho,196,,37.87,,14.30,27/05/2026 08:39
Uai Mineirinho,341,,50.61,,14.30,27/05/2026 08:39
Uai Mineirinho,320-1,,52.63,,14.30,27/05/2026 08:39
Uai Mineirinho,402,,41.56,,14.30,27/05/2026 08:39
Uai Mineirinho,149-K4,,26.80,,14.30,27/05/2026 08:39
Uai Mineirinho,152-K6,,40.20,,14.30,27/05/2026 08:39
Uai Mineirinho,310,,89.55,,14.30,27/05/2026 08:39
Uai Mineirinho,319,,42.07,,14.30,27/05/2026 08:39
Uai Mineirinho,406,,84.43,,14.30,27/05/2026 08:39
Uai Mineirinho,44-1,,54.10,,14.30,27/05/2026 08:39
Uai Mineirinho,316,,15.78,,14.30,27/05/2026 08:39
Uai Mineirinho,290,,223.75,,14.30,27/05/2026 08:39
